,Country,Date,Reference,cohort size RR1 driver,cohort size RR2 driver,RR1 driver,RR1 driver_Ac,RR2 driver,RR2 driver_Ac,cohort size RR1 pax,cohort size  RR2 pax,RR1 pax,RR1 pax_Ac,RR2 pax,RR2 pax_Ac
625,Pakistan,Oct/2015,1_month,703.0,307146.0,118.0,227.0,50461.0,232645.0,853.0,115134.0,180.0,576.0,65317.0,366974.0
626,Pakistan,Oct/2015,2_month,703.0,307146.0,52.0,238.0,51698.0,284343.0,853.0,115134.0,124.0,591.0,61572.0,428546.0
627,Pakistan,Oct/2015,3_month,703.0,307146.0,0.0,0.0,0.0,0.0,853.0,115134.0,0.0,0.0,0.0,0.0
628,Pakistan,Oct/2015,4_month,703.0,307146.0,0.0,0.0,0.0,0.0,853.0,115134.0,0.0,0.0,0.0,0.0
629,Pakistan,Oct/2015,5_month,703.0,307146.0,0.0,0.0,0.0,0.0,853.0,115134.0,0.0,0.0,0.0,0.0
630,Pakistan,Oct/2015,6_month,703.0,307146.0,0.0,0.0,0.0,0.0,853.0,115134.0,0.0,0.0,0.0,0.0
631,Pakistan,Oct/2015,7_to_12_month,703.0,307146.0,0.0,0.0,0.0,0.0,853.0,115134.0,0.0,0.0,0.0,0.0
632,Pakistan,Nov/2015,same_month,596.0,162605.0,241.0,241.0,99091.0,99091.0,971.0,104538.0,693.0,693.0,164463.0,164463.0
633,Pakistan,Nov/2015,1_month,596.0,162605.0,120.0,284.0,68514.0,167605.0,971.0,104538.0,244.0,739.0,94678.0,259141.0
634,Pakistan,Nov/2015,2_month,596.0,162605.0,0.0,0.0,0.0,0.0,971.0,104538.0,0.0,0.0,0.0,0.0
635,Pakistan,Nov/2015,3_month,596.0,162605.0,0.0,0.0,0.0,0.0,971.0,104538.0,0.0,0.0,0.0,0.0
636,Pakistan,Nov/2015,4_month,596.0,162605.0,0.0,0.0,0.0,0.0,971.0,104538.0,0.0,0.0,0.0,0.0
637,Pakistan,Nov/2015,5_month,596.0,162605.0,0.0,0.0,0.0,0.0,971.0,104538.0,0.0,0.0,0.0,0.0
638,Pakistan,Nov/2015,6_month,596.0,162605.0,0.0,0.0,0.0,0.0,971.0,104538.0,0.0,0.0,0.0,0.0
639,Pakistan,Nov/2015,7_to_12_month,596.0,162605.0,0.0,0.0,0.0,0.0,971.0,104538.0,0.0,0.0,0.0,0.0
640,Pakistan,Dec/2015,same_month,611.0,213953.0,169.0,169.0,135784.0,135784.0,709.0,147459.0,432.0,432.0,199125.0,199125.0
641,Pakistan,Dec/2015,1_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
642,Pakistan,Dec/2015,2_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
643,Pakistan,Dec/2015,3_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
644,Pakistan,Dec/2015,4_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
645,Pakistan,Dec/2015,5_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
646,Pakistan,Dec/2015,6_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
647,Pakistan,Dec/2015,7_to_12_month,611.0,213953.0,0.0,0.0,0.0,0.0,709.0,147459.0,0.0,0.0,0.0,0.0
